genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,comp_1,comp_2,n_ligand,class
Mndal,2.0883104264361758e-77,1.3119055150833032,0.719,0.477,3.313730984668924e-73,IFNA,p129,6,high (5-10)
H2-T24,3.270649649388011e-76,2.9081917451612873,0.301,0.052,5.189866863648896e-72,IFNA,p129,3,moderate (1-5)
Nlrc5,7.414344897632015e-72,1.6721245913347202,0.555,0.242,1.1765082483562482e-67,IFNA,p129,7,high (5-10)
Ddx24,3.351777404247426e-71,0.7079709537384522,0.957,0.856,5.318600385059815e-67,IFNA,p129,3,moderate (1-5)
Hsh2d,1.1534156306397038e-70,2.599313696129002,0.316,0.069,1.8302399226990822e-66,IFNA,p129,3,moderate (1-5)
Iigp1,9.500924702263911e-70,3.8295340126933817,0.202,0.017,1.5076067317552377e-65,IFNA,p129,4,moderate (1-5)
Psme2,2.0528738716621243e-69,0.4878708243805221,0.997,0.993,3.2575002595534593e-65,IFNA,p129,19,very high (10+)
Ifi27,3.4056947432892304e-69,2.5949604031332463,0.331,0.073,5.4041564186513506e-65,IFNA,p129,9,high (5-10)
Ifi211,4.263738605080576e-68,2.96744720752137,0.268,0.051,6.765700418541858e-64,IFNA,p129,5,moderate (1-5)
Sp110,1.3257196016695597e-65,0.9133713383738944,0.853,0.682,2.1036518639292578e-61,IFNA,p129,4,moderate (1-5)
Tbx21,5.236526118764215e-65,3.65671916695752,0.165,0.01,8.309319645255057e-61,IFNA,p129,5,moderate (1-5)
Helz2,2.9367669162861497e-62,1.9482038207310572,0.415,0.141,4.660061742762863e-58,IFNA,p129,3,moderate (1-5)
Stat2,3.8384378289139622e-62,2.3798664373926917,0.327,0.084,6.0908331469206754e-58,IFNA,p129,2,moderate (1-5)
Adar,5.540325099497523e-62,1.418664379003505,0.574,0.29,8.791387867882669e-58,IFNA,p129,3,moderate (1-5)
H2-Q4,1.6648963391378388e-61,1.0050100947391818,0.812,0.584,2.6418575109439226e-57,IFNA,p129,7,high (5-10)
ENSMUSG00000121501,5.55817337069121e-60,1.337593328331634,0.63,0.322,8.819709504612812e-56,IFNA,p129,5,moderate (1-5)
Nampt,1.6295442687776806e-57,0.9929528239857244,0.742,0.509,2.5857608456964235e-53,IFNA,p129,5,moderate (1-5)
Phf11b,2.0179082509879969e-57,1.9500773931829545,0.398,0.137,3.202016812667753e-53,IFNA,p129,4,moderate (1-5)
Gbp9,2.6821586618406955e-57,2.88166423176567,0.241,0.044,4.256049364608816e-53,IFNA,p129,4,moderate (1-5)
Mx2,1.2850125331738818e-56,3.7206453420602146,0.177,0.018,2.0390578876403152e-52,IFNA,p129,3,moderate (1-5)
Oasl2,3.848710818642181e-53,6.914068445603494,0.093,0.001,6.107134327021413e-49,IFNA,p129,1,unique
Trim34a,2.8035630359432696e-52,2.380309460673355,0.273,0.062,4.4486938254347804e-48,IFNA,p129,3,moderate (1-5)
Gbp10,1.0620577714762612e-50,4.653243255574827,0.112,0.004,1.6852732717785315e-46,IFNA,p129,3,moderate (1-5)
Ifih1,1.2177690021559442e-48,1.6851893660775907,0.428,0.194,1.9323558526210522e-44,IFNA,p129,5,moderate (1-5)
Sdc3,5.920429647499422e-48,3.4305921335557295,0.159,0.017,9.394537764652083e-44,IFNA,p129,2,moderate (1-5)
9930111J21Rik2,3.5243618941490643e-47,2.2045602893660714,0.278,0.073,5.592457453635734e-43,IFNA,p129,4,moderate (1-5)
Ifi209,4.561992030308312e-43,2.6445430912199344,0.21,0.044,7.23896895369323e-39,IFNA,p129,2,moderate (1-5)
Ogfr,8.51805118084387e-43,0.8396654946042806,0.754,0.553,1.3516443613763056e-38,IFNA,p129,3,moderate (1-5)
Irf1,1.6934802998076557e-42,1.3732857418608553,0.502,0.249,2.6872145397347887e-38,IFNA,p129,10,high (5-10)
H2-D1,1.4982077647348464e-41,0.4086859444639561,0.997,0.987,2.377356081081255e-37,IFNA,p129,5,moderate (1-5)
A330040F15Rik,2.334754571297058e-41,3.2872433321254544,0.155,0.023,3.7047885537341712e-37,IFNA,p129,2,moderate (1-5)
H2-K1,3.1264266603410945e-41,0.39419794790851714,0.998,0.992,4.96101382462925e-37,IFNA,p129,7,high (5-10)
Daxx,5.276681957784158e-41,1.1433536533520874,0.557,0.336,8.373038930611904e-37,IFNA,p129,1,unique
Samd9l,7.911112007806572e-40,2.76300869392891,0.172,0.028,1.2553352533987467e-35,IFNA,p129,1,unique
Gbp2,2.629065756236776e-39,1.5152517070998994,0.456,0.227,4.1718015419965155e-35,IFNA,p129,11,very high (10+)
Herc6,3.106315423055739e-39,1.6045560828346856,0.364,0.179,4.929101313304847e-35,IFNA,p129,3,moderate (1-5)
Ube2l6,1.8350283154078732e-37,3.726362453855769,0.112,0.01,2.9118229308892134e-33,IFNA,p129,3,moderate (1-5)
Ifitm3,2.937879517670591e-37,1.3957009094956878,0.426,0.187,4.661827218639694e-33,IFNA,p129,3,moderate (1-5)
Gbp4,1.5769877138922075e-36,1.6550428183179586,0.312,0.108,2.502364104404154e-32,IFNA,p129,4,moderate (1-5)
Samhd1,1.7543815841904316e-36,0.8714514766974839,0.767,0.601,2.7838526977933766e-32,IFNA,p129,6,high (5-10)
Cd47,6.435249025073883e-36,0.5251931727692605,0.944,0.877,1.0211453152987238e-31,IFNA,p129,4,moderate (1-5)
Trim12a,2.4001202071540327e-35,1.4618441743211683,0.372,0.171,3.808510744712019e-31,IFNA,p129,2,moderate (1-5)
BC147527,3.938226057387234e-35,3.3586599148035825,0.109,0.01,6.249177107862063e-31,IFNA,p129,2,moderate (1-5)
Trim25,1.0729491308678076e-34,1.1210004806490397,0.511,0.284,1.702555680861037e-30,IFNA,p129,3,moderate (1-5)
Ppa1,1.4468345697456406e-34,0.4567276852849418,0.969,0.909,2.295837095272383e-30,IFNA,p129,6,high (5-10)
Cmpk2,3.8442048646268935e-34,4.340101684398759,0.088,0.005,6.099984279189955e-30,IFNA,p129,2,moderate (1-5)
Rnf114,9.023017796186367e-34,0.9188320421138396,0.628,0.412,1.4317724638988527e-29,IFNA,p129,4,moderate (1-5)
Dtx3l,1.2480219867023024e-33,1.796163056278385,0.268,0.087,1.9803612884992133e-29,IFNA,p129,2,moderate (1-5)
Rigi,1.2817887858730588e-33,2.4776548629210486,0.175,0.039,2.0339424454233693e-29,IFNA,p129,3,moderate (1-5)
H2-T22,8.842105324935426e-33,0.8437489042873367,0.669,0.458,1.4030652729607532e-28,IFNA,p129,4,moderate (1-5)
Psme1,1.9215986699635918e-32,0.32434434538538826,0.998,0.989,3.049192769498228e-28,IFNA,p129,8,high (5-10)
Mx1,1.99274772162189e-32,6.434096247197129,0.063,0.001,3.1620920846696143e-28,IFNA,p129,1,unique
Oas1a,6.127214503052839e-32,5.719638743361459,0.061,0.001,9.722663973444246e-28,IFNA,p129,1,unique
Usp25,3.664154341570454e-31,0.770874187741515,0.684,0.518,5.814280109203997e-27,IFNA,p129,2,moderate (1-5)
Gm12185,1.6509171427192122e-30,2.189695972332736,0.188,0.05,2.619675322066846e-26,IFNA,p129,3,moderate (1-5)
Rsad2,4.7921367964110274e-30,5.895193648318038,0.053,0.001,7.604162668545018e-26,IFNA,p129,1,unique
9330175E14Rik,5.64002811854399e-30,2.257741940427125,0.15,0.029,8.949596618505605e-26,IFNA,p129,4,moderate (1-5)
Gimap4,3.920515916742366e-29,0.8776271089094956,0.628,0.428,6.2210746566867865e-25,IFNA,p129,9,high (5-10)
Tgtp2,1.7090975227310843e-28,2.7802235007545075,0.114,0.016,2.711995949069684e-24,IFNA,p129,3,moderate (1-5)
Hspa5,8.445032757272807e-27,0.34777260879702787,0.99,0.982,1.3400577979240488e-22,IFNA,p129,6,high (5-10)
AW011738,8.78744331045624e-27,4.009596327814848,0.071,0.004,1.3943915045031961e-22,IFNA,p129,2,moderate (1-5)
Parp11,1.7287093470179904e-26,1.466651737923479,0.298,0.129,2.7431159918481468e-22,IFNA,p129,1,unique
Etv6,4.515577825974548e-26,0.7758853281372766,0.635,0.447,7.165318894256413e-22,IFNA,p129,5,moderate (1-5)
Irgm2,9.388981125013907e-26,2.1444076770506,0.159,0.039,1.4898435249172069e-21,IFNA,p129,5,moderate (1-5)
Gbp5,9.452591402539566e-26,1.3992227918186897,0.331,0.151,1.4999372037549783e-21,IFNA,p129,6,high (5-10)
Parp10,2.4439881342140256e-25,1.7658384363817117,0.212,0.075,3.878120371370816e-21,IFNA,p129,2,moderate (1-5)
Tspo,3.2651529538663907e-25,0.5529593756898038,0.83,0.703,5.18114470719519e-21,IFNA,p129,1,unique
Tlr7,6.1354806155491895e-25,2.42026666227794,0.116,0.02,9.735780640753454e-21,IFNA,p129,2,moderate (1-5)
Ddx60,1.4333264066173755e-24,3.352034803979256,0.083,0.009,2.274402342020451e-20,IFNA,p129,1,unique
Uba7,1.5485632119326853e-24,2.376189279472061,0.131,0.027,2.457260104694785e-20,IFNA,p129,2,moderate (1-5)
Trim21,7.071739180828346e-24,1.6014415513752391,0.226,0.082,1.1221435732138419e-19,IFNA,p129,3,moderate (1-5)
Cxcl10,1.209995263595609e-23,4.930547217142312,0.06,0.004,1.9200204842735128e-19,IFNA,p129,1,unique
Tmem184b,1.5052219715249247e-23,1.3269612345287043,0.306,0.144,2.3884862244157505e-19,IFNA,p129,2,moderate (1-5)
Dbnl,2.6600302960619293e-23,0.503646258634561,0.85,0.744,4.220936073791069e-19,IFNA,p129,6,high (5-10)
Gbp7,3.993320447376542e-23,1.8247367810521864,0.185,0.058,6.3366008858970975e-19,IFNA,p129,4,moderate (1-5)
Trim56,6.564713470300625e-23,1.2875879528429164,0.312,0.151,1.0416887334673029e-18,IFNA,p129,3,moderate (1-5)
St6galnac4,5.7960833136584525e-22,0.6832753032168966,0.673,0.507,9.197225002113231e-18,IFNA,p129,5,moderate (1-5)
Mov10,6.560972208477133e-22,1.6936475524395038,0.18,0.057,1.0410950700411515e-17,IFNA,p129,1,unique
Jaml,7.562747851157269e-22,1.183562321613953,0.342,0.178,1.2000568290216355e-17,IFNA,p129,2,moderate (1-5)
Naa20,8.124773100987723e-22,0.38915307018318934,0.954,0.889,1.2892389956647316e-17,IFNA,p129,2,moderate (1-5)
Znfx1,1.2695916738680743e-21,1.3436138786310643,0.276,0.131,2.0145880680938602e-17,IFNA,p129,1,unique
Nmi,3.3747358785913693e-21,0.9913512264795804,0.425,0.26,5.355030892148785e-17,IFNA,p129,1,unique
B4galt5,4.668687931557627e-21,1.0537082180195196,0.374,0.2,7.408274009795642e-17,IFNA,p129,1,unique
Oas1b,6.267019189031062e-21,1.7388376738506253,0.175,0.056,9.944506049154491e-17,IFNA,p129,3,moderate (1-5)
Tor1aip1,2.006766886495963e-20,0.5845953903857852,0.714,0.579,3.184337695491795e-16,IFNA,p129,1,unique
Tap2,2.0305384180373187e-20,0.7434122884523487,0.59,0.428,3.2220583617416175e-16,IFNA,p129,4,moderate (1-5)
Slfn2,2.4032292238375567e-20,0.3589357221290428,0.977,0.948,3.813444132385435e-16,IFNA,p129,4,moderate (1-5)
Tapbpl,1.0016262623584483e-18,0.7195866365553703,0.545,0.417,1.5893805531103863e-14,IFNA,p129,7,high (5-10)
BC051226,1.0825717952089762e-18,1.4559466980314553,0.22,0.098,1.717824924637603e-14,IFNA,p129,1,unique
Zc3hav1,2.7486922377674558e-18,0.5194883990876017,0.767,0.645,4.3616248428893995e-14,IFNA,p129,1,unique
Ubald2,2.948162956365438e-18,0.5300049003449542,0.807,0.696,4.6781449791606774e-14,IFNA,p129,4,moderate (1-5)
Slc25a22,8.457206544368387e-18,0.950095828913472,0.382,0.228,1.341989534460376e-13,IFNA,p129,1,unique
Gramd3,1.4417983468341387e-17,0.6230282361446484,0.635,0.493,2.2878456167564113e-13,IFNA,p129,2,moderate (1-5)
Gm15856,1.7428378863814065e-17,3.7493096511344257,0.051,0.004,2.765535158110016e-13,IFNA,p129,1,unique
Slamf7,2.6400520370233392e-17,1.1232379263520582,0.329,0.195,4.189234572348635e-13,IFNA,p129,4,moderate (1-5)
Syngr2,2.821553008055487e-17,0.4113272662358466,0.881,0.816,4.477240313182446e-13,IFNA,p129,4,moderate (1-5)
Isoc1,3.517308432162481e-17,0.6746573097126949,0.587,0.431,5.581265020155426e-13,IFNA,p129,2,moderate (1-5)
Ascc3,1.934672840365792e-16,0.5356781792550535,0.712,0.573,3.069938863092439e-12,IFNA,p129,2,moderate (1-5)
Clic4,7.57021964579214e-16,0.7026677167891047,0.534,0.377,1.2012424533942968e-11,IFNA,p129,6,high (5-10)
Mitd1,1.0616597199509494e-15,0.8483158269886777,0.413,0.276,1.6846416436181666e-11,IFNA,p129,1,unique
Irf8,1.122790489129566e-15,0.9580936501865464,0.431,0.283,1.781643948150795e-11,IFNA,p129,6,high (5-10)
Trim26,9.741325084852389e-15,0.7682194146645931,0.435,0.289,1.5457534644643769e-10,IFNA,p129,1,unique
Il15ra,1.5403424626103967e-14,0.8798665030004504,0.337,0.193,2.4442154196701777e-10,IFNA,p129,2,moderate (1-5)
Socs1,2.1696360766002942e-14,0.667632152810401,0.478,0.316,3.4427785263493464e-10,IFNA,p129,6,high (5-10)
Erap1,2.566467854236608e-14,0.5373910705097189,0.661,0.517,4.07247119110265e-10,IFNA,p129,6,high (5-10)
Sp140,2.858060218482122e-14,0.8722578614774286,0.362,0.234,4.5351699546874304e-10,IFNA,p129,3,moderate (1-5)
Tcof1,3.789399183613087e-14,0.2794224831202099,0.939,0.919,6.013018624557246e-10,IFNA,p129,1,unique
Icos,8.089322189772217e-14,0.5615534772161223,0.671,0.536,1.2836136450730552e-9,IFNA,p129,2,moderate (1-5)
Atp10a,9.643776177567189e-14,0.6081352642579034,0.564,0.412,1.5302744038563614e-9,IFNA,p129,2,moderate (1-5)
Zbtb32,1.0297955616490272e-13,0.9623303346756238,0.34,0.232,1.634079597224676e-9,IFNA,p129,3,moderate (1-5)
Psme2b,1.2309537538797856e-13,0.5737229334936238,0.579,0.425,1.953277416656444e-9,IFNA,p129,6,high (5-10)
Myd88,1.5688542604599272e-13,0.569157411311572,0.572,0.423,2.489457940497812e-9,IFNA,p129,3,moderate (1-5)
Tnfsf11,1.6242675562739388e-13,-0.6049216499161685,0.618,0.722,2.5773877582954863e-9,IFNA,p129,8,high (5-10)
Mif,3.151112279693331e-13,0.1329870287632895,1,0.999,5.000184965417376e-9,IFNA,p129,4,moderate (1-5)
Psma4,3.1874577615583583e-13,0.2155021359486824,0.987,0.977,5.057857976040802e-9,IFNA,p129,4,moderate (1-5)
Setdb2,4.504817316887048e-13,0.6799174508168011,0.468,0.341,7.148244118436368e-9,IFNA,p129,1,unique
Cd3d,4.736263063942752e-13,-0.24125256443249432,0.972,0.986,7.515502229864361e-9,IFNA,p129,9,high (5-10)
Ilrun,7.55636691355835e-13,0.5639407194873465,0.569,0.425,1.1990443018434387e-8,IFNA,p129,3,moderate (1-5)
Trim14,8.803850144520817e-13,1.200473276555316,0.193,0.089,1.3969949409325632e-8,IFNA,p129,1,unique
Rgs1,9.687741697180825e-13,0.5753207251055259,0.716,0.607,1.5372508525086534e-8,IFNA,p129,7,high (5-10)
Lcp1,1.1998779269857074e-12,-0.2074296263805544,0.987,0.992,1.9039662945409205e-8,IFNA,p129,5,moderate (1-5)
Tor1aip2,1.5397918736222214e-12,0.48874504201541946,0.669,0.542,2.4433417450637405e-8,IFNA,p129,1,unique
Lsp1,1.5572833187351452e-12,-0.25831525435414915,0.965,0.981,2.4710971701689283e-8,IFNA,p129,8,high (5-10)
Mycbp2,1.8909809769385105e-12,0.32490800618645754,0.899,0.852,3.0006086142060295e-8,IFNA,p129,2,moderate (1-5)
Map2k1,2.256537195157203e-12,0.576404948906461,0.554,0.419,3.580673221275449e-8,IFNA,p129,4,moderate (1-5)
Stk39,2.6224632984539255e-12,0.432396991771522,0.745,0.633,4.1613247619866896e-8,IFNA,p129,1,unique
Arhgdib,2.9298959925394056e-12,-0.21590273094553947,0.988,0.988,4.649158960961529e-8,IFNA,p129,5,moderate (1-5)
Asb13,3.080643377413946e-12,1.07772251136347,0.212,0.104,4.88836491128045e-8,IFNA,p129,1,unique
Coro1a,3.384391565840632e-12,-0.22365407741025756,0.995,0.994,5.3703525366759145e-8,IFNA,p129,10,high (5-10)
Or2v1,5.501429541244709e-12,1.5383807445132325,0.121,0.044,8.729668396047106e-8,IFNA,p129,3,moderate (1-5)
Aopep,5.5041182256239466e-12,0.5227716309483597,0.593,0.47,8.733934800420078e-8,IFNA,p129,6,high (5-10)
Gm20559,6.369234965484269e-12,1.8776231234898637,0.096,0.03,1.0106702043230437e-7,IFNA,p129,1,unique
Slco3a1,8.485106464102174e-12,0.6149753246854398,0.509,0.389,1.346416693723733e-7,IFNA,p129,8,high (5-10)
Med28,1.5539739645403934e-11,0.31858209117020253,0.884,0.825,2.465845886932696e-7,IFNA,p129,1,unique
Apobec3,1.7302172709121035e-11,0.3522693837727138,0.83,0.737,2.745508765483326e-7,IFNA,p129,2,moderate (1-5)
Psmb10,1.8197579706507883e-11,0.4998390278753831,0.626,0.526,2.887591947828671e-7,IFNA,p129,4,moderate (1-5)
Cct3,1.8853709562494407e-11,0.22189130613308583,0.969,0.961,2.991706633376613e-7,IFNA,p129,3,moderate (1-5)
Azi2,2.3399695767882464e-11,0.5149599284832824,0.565,0.458,3.713063724447589e-7,IFNA,p129,1,unique
Trafd1,3.444749253472292e-11,1.0175838235840953,0.225,0.118,5.466128115409833e-7,IFNA,p129,1,unique
Idnk,4.4735585338862056e-11,0.5329457702333823,0.577,0.457,7.098642681570633e-7,IFNA,p129,3,moderate (1-5)
Slfn5,5.2216422768478465e-11,2.4457471773662736,0.061,0.016,8.285701964902163e-7,IFNA,p129,1,unique
Cotl1,9.329010860367178e-11,-0.27980173001675834,0.917,0.945,1.4803274433230638e-6,IFNA,p129,7,high (5-10)
Furin,1.3574766782762168e-10,0.6879486917825337,0.397,0.268,2.1540439930887007e-6,IFNA,p129,2,moderate (1-5)
Runx3,1.5082043816090435e-10,0.627712836852721,0.433,0.306,2.3932187127372303e-6,IFNA,p129,2,moderate (1-5)
Marchf5,2.5714847985345677e-10,0.4385814184996449,0.668,0.546,4.080432078314652e-6,IFNA,p129,1,unique
Lad1,2.6043417305272527e-10,-0.4210442925700342,0.699,0.769,4.132569458000645e-6,IFNA,p129,27,very high (10+)
Phip,2.7922887745260016e-10,0.37236744036756,0.78,0.684,4.43080382741786e-6,IFNA,p129,2,moderate (1-5)
Cmtr1,2.95169445912297e-10,0.4657026396150928,0.623,0.505,4.683748767736329e-6,IFNA,p129,2,moderate (1-5)
Pfn1,3.249850104697749e-10,-0.107126271118128,1,1,5.156862146134388e-6,IFNA,p129,1,unique
Itm2a,3.6166035446612367e-10,-0.30930112047880964,0.936,0.93,5.73882650466845e-6,IFNA,p129,7,high (5-10)
Pnp,3.8576351300631555e-10,0.4364239308638542,0.683,0.572,6.121295424384216e-6,IFNA,p129,2,moderate (1-5)
Gpx1,5.844974864484845e-10,-0.1828650711141715,0.982,0.987,9.274806114964554e-6,IFNA,p129,1,unique
Atp11a,8.035879841442283e-10,0.8616316434792237,0.268,0.166,1.2751334132400615e-5,IFNA,p129,3,moderate (1-5)
Pcgf5,1.1298562514827427e-9,0.3139714100330864,0.838,0.742,1.792855899852816e-5,IFNA,p129,23,very high (10+)
Il12rb1,1.2188710246857374e-9,0.7011349382716812,0.36,0.25,1.9341045419713285e-5,IFNA,p129,4,moderate (1-5)
Zup1,1.275439006870112e-9,0.5288919834512986,0.542,0.428,2.0238666161014936e-5,IFNA,p129,1,unique
Npc2,1.5509530009538315e-9,0.26746230684045136,0.94,0.9,2.4610522219135397e-5,IFNA,p129,2,moderate (1-5)
Gbp8,1.666880537173448e-9,1.2545939598128193,0.099,0.038,2.645006036386828e-5,IFNA,p129,4,moderate (1-5)
Irag2,1.8265828460704158e-9,-0.27996039018009655,0.851,0.899,2.898421660144536e-5,IFNA,p129,10,high (5-10)
Gng12,2.426719033488405e-9,0.6083041338343598,0.423,0.316,3.8507177623394016e-5,IFNA,p129,1,unique
Gm20275,2.627561731930716e-9,-0.6799374374388383,0.322,0.439,4.16941495622766e-5,IFNA,p129,3,moderate (1-5)
Ranbp1,2.8994708946007713e-9,0.12925433655528407,1,0.997,4.600880415552504e-5,IFNA,p129,4,moderate (1-5)
Atp13a1,3.517802548075987e-9,0.3485371196303838,0.555,0.423,5.582049083286977e-5,IFNA,p129,1,unique
Arf4,4.074517414585631e-9,0.3457462383710782,0.767,0.679,6.465444233464479e-5,IFNA,p129,2,moderate (1-5)
Prkcq,4.457948709805582e-9,0.3403841330972909,0.808,0.723,7.073873012719498e-5,IFNA,p129,4,moderate (1-5)
Ncoa7,5.256956529237464e-9,0.49370223322565954,0.559,0.436,8.341738620594009e-5,IFNA,p129,3,moderate (1-5)
Mlkl,6.492949957085115e-9,1.4621318086990645,0.094,0.035,1.030301299190266e-4,IFNA,p129,1,unique
Cenpa,6.81792337356416e-9,-0.40638524008842863,0.636,0.677,1.081868080917161e-4,IFNA,p129,6,high (5-10)
Treml2,8.986816165481853e-9,1.2019450464473924,0.126,0.056,1.4260279891386605e-4,IFNA,p129,2,moderate (1-5)
Myh9,9.232734782872164e-9,-0.21406429311295483,0.977,0.987,1.4650503553461551e-4,IFNA,p129,4,moderate (1-5)
Skap1,9.476684370605316e-9,-0.30838593141206316,0.838,0.877,1.5037602759276515e-4,IFNA,p129,7,high (5-10)
Eif1,1.0903025941910955e-8,0.1187972050588626,1,0.999,1.7300921564624306e-4,IFNA,p129,3,moderate (1-5)
Limd2,2.0795099725497017e-8,-0.2497468602281918,0.931,0.958,3.299766424441866e-4,IFNA,p129,5,moderate (1-5)
Mindy3,2.463347647831173e-8,0.4618829694578126,0.547,0.433,3.908840047578505e-4,IFNA,p129,1,unique
Lcp2,3.608037008958045e-8,-0.24537357287430803,0.894,0.894,5.725233125814626e-4,IFNA,p129,10,high (5-10)
Fermt3,6.27148465561047e-8,-0.33949686547830693,0.757,0.816,9.951591851522694e-4,IFNA,p129,3,moderate (1-5)
Cd82,6.738679164745998e-8,-0.33122172917326054,0.734,0.777,0.00106929360986189,IFNA,p129,4,moderate (1-5)
Svbp,7.776181569561069e-8,0.47006385946242224,0.512,0.402,0.00123392449145795,IFNA,p129,1,unique
Tmbim6,8.662820592568843e-8,0.2311665020640812,0.931,0.901,0.00137461637162882,IFNA,p129,1,unique
H2az2,1.1167608811642502e-7,-0.3178370369323561,0.853,0.857,0.00177207616623143,IFNA,p129,7,high (5-10)
H2-Q6,1.1364852410242093e-7,0.9859528073697584,0.17,0.093,0.00180337478045721,IFNA,p129,2,moderate (1-5)
Cnn2,1.1585943471959813e-7,-0.2873512670769176,0.826,0.871,0.00183845751013058,IFNA,p129,5,moderate (1-5)
Dgkh,1.195190727115908e-7,0.7813646758725938,0.25,0.16,0.00189652864578752,IFNA,p129,1,unique
Morc3,1.4611699028543668e-7,0.3973852830580093,0.615,0.531,0.0023185844018493,IFNA,p129,1,unique
Aff3,1.824325316211984e-7,0.4285465128141095,0.711,0.66,0.00289483941176517,IFNA,p129,8,high (5-10)
Ms4a6b,1.9101207647078766e-7,0.27621314513923656,0.884,0.826,0.00303097962943845,IFNA,p129,5,moderate (1-5)
Ripor2,1.9133316594846993e-7,-0.46779985755854114,0.461,0.549,0.00303607467727032,IFNA,p129,2,moderate (1-5)
Chmp4b,1.9283827822221089e-7,0.21402217450240835,0.881,0.802,0.00305995779883004,IFNA,p129,4,moderate (1-5)
Dek,2.056936426884794e-7,0.16527267194927253,0.988,0.98,0.00326394672218079,IFNA,p129,1,unique
Hnrnpab,2.428739931935668e-7,0.11961228006208913,1,0.998,0.00385392452399551,IFNA,p129,4,moderate (1-5)
Cnbp,2.518989222818841e-7,0.13430684350940236,1,0.994,0.00399713209876893,IFNA,p129,4,moderate (1-5)
Ctss,2.5324657517751797e-07,0.3880411122938161,0.577,0.468,0.00401851665491685,IFNA,p129,1,unique
Pou2f2,2.582790429638383e-7,-0.30221810703924445,0.671,0.711,0.00409837185375018,IFNA,p129,4,moderate (1-5)
Sfxn2,3.766421681255589e-7,0.8083058631904083,0.215,0.132,0.00597655792381636,IFNA,p129,1,unique
Gm11707,4.173235682402472e-7,-0.7396639298178278,0.165,0.257,0.00662209038083624,IFNA,p129,2,moderate (1-5)
Gbp3,4.522048098569132e-7,1.291565586333049,0.101,0.05,0.00717558592280949,IFNA,p129,3,moderate (1-5)
Cd69,4.952831468054018e-7,0.3422427386082709,0.813,0.74,0.00785915297350811,IFNA,p129,5,moderate (1-5)
AU020206,5.006049040956087e-7,0.39037305753515344,0.603,0.526,0.00794359861818911,IFNA,p129,1,unique
Phf11c,5.39194474433237e-7,1.2452325512291271,0.107,0.051,0.0085559379203066,IFNA,p129,1,unique
Actg1,5.523687550060554e-7,-0.13827629673096453,1,1,0.00876498740443608,IFNA,p129,3,moderate (1-5)
Srsf2,6.292951633208194e-7,0.14606740705287002,0.998,0.991,0.00998565565157476,IFNA,p129,4,moderate (1-5)
Marcksl1,6.341182529199665e-7,-0.2763209518491545,0.863,0.877,0.01006218843733403,IFNA,p129,6,high (5-10)
Etnk1,6.809092161305737e-7,0.42212876257107423,0.517,0.43,0.01080466744155994,IFNA,p129,1,unique
Pkm,7.013573454650454e-7,0.1369261090005791,1,0.998,0.01112913835783934,IFNA,p129,5,moderate (1-5)
Tnfsf10,7.535003076395555e-7,1.3686889013389203,0.089,0.039,0.01195654288162446,IFNA,p129,1,unique
Il2ra,7.538187648046929e-7,0.21140882482413417,0.944,0.905,0.01196159615992086,IFNA,p129,3,moderate (1-5)
Rac2,7.857310703247879e-7,-0.1815141492253487,0.967,0.975,0.01246798062391373,IFNA,p129,2,moderate (1-5)
Selenow,9.533560466348588e-7,0.26582888002667804,0.874,0.81,0.01512785374800194,IFNA,p129,2,moderate (1-5)
Nrip1,1.0295740732972109e-6,-0.4043893530025967,0.519,0.574,0.01633728139508014,IFNA,p129,2,moderate (1-5)
Pmepa1,1.0678984261941465e-6,0.5568569863820603,0.344,0.248,0.01694541222684871,IFNA,p129,7,high (5-10)
Lif,1.3785565191436146e-6,0.8853700080425853,0.174,0.101,0.02187493484577087,IFNA,p129,2,moderate (1-5)
Ldha,1.4876312320114351e-6,0.10786743072226646,1,0.999,0.02360573238955745,IFNA,p129,5,moderate (1-5)
Stat3,1.5799239099651669e-6,0.3982081977521227,0.583,0.49,0.02507023260332726,IFNA,p129,5,moderate (1-5)
Tmsb4x,1.8922788983414432e-6,-0.13866446613771188,1,1,0.03002668155888202,IFNA,p129,8,high (5-10)
Slfn3,1.8981675459331192e-6,0.5603059792255667,0.316,0.22,0.03012012261886674,IFNA,p129,1,unique
Mrpl30,2.2573788986313975e-6,0.20527891520001007,0.939,0.91,0.03582008836348301,IFNA,p129,1,unique
Bin1,2.334123584143598e-6,-0.6307858746157686,0.235,0.306,0.03703787303319061,IFNA,p129,3,moderate (1-5)
Tnfsf8,2.377869910881711e-6,0.26422753690113476,0.825,0.75,0.03773203974587099,IFNA,p129,5,moderate (1-5)
Hspd1,2.4093094123308695e-6,0.10629147783903958,1,0.996,0.03823092175486624,IFNA,p129,12,very high (10+)
Clec2d,2.73652133581025e-6,0.2598981759121845,0.835,0.778,0.04342312055663705,IFNA,p129,1,unique
Pomp,2.7472096929360122e-06,0.14893759557575148,0.975,0.969,0.04359272340750864,IFNA,p129,4,moderate (1-5)
Gm19412,2.7585178875457447e-6,1.434257933482443,0.058,0.02,0.04377216183957588,IFNA,p129,1,unique
Rmdn3,2.891846851347011e-6,0.4381222113135639,0.471,0.372,0.04588782583717437,IFNA,p129,3,moderate (1-5)
Itpr1,3.603494409523401e-6,0.377720392767976,0.57,0.471,0.05718024929031733,IFNA,p129,1,unique
