genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,comp_1,comp_2,n_ligand,class
Kif11,6.483745779496845e-16,-0.1788498454374382,0.738,0.808,1.0288407802905594e-11,IL2,p129,4,moderate (1-5)
Smc4,8.374729278813392e-16,-0.11466849993354522,0.957,0.98,1.3289020419621088e-11,IL2,p129,2,moderate (1-5)
Kif23,9.721854902588576e-16,-0.25344551302613855,0.493,0.578,1.5426639359427548e-11,IL2,p129,2,moderate (1-5)
Knl1,1.2798507134471576e-15,-0.1735939185040937,0.644,0.72,2.0308671120979495e-11,IL2,p129,3,moderate (1-5)
Cdca3,1.389300459491381e-15,-0.17621903288415913,0.577,0.651,2.2045419691209235e-11,IL2,p129,4,moderate (1-5)
Ccnb2,1.462539433475893e-15,-0.3125033428117536,0.364,0.453,2.3207575730395465e-11,IL2,p129,4,moderate (1-5)
Kdm5b,1.7524534121110749e-15,0.25003874248237357,0.373,0.374,2.780793074337854e-11,IL2,p129,1,unique
Gmnn,2.2106486371091234e-15,0.10245006390285603,0.802,0.838,3.507857257364757e-11,IL2,p129,1,unique
H1f4,3.012362490695466e-15,-0.2027183547057012,0.848,0.892,4.7800168002355654e-11,IL2,p129,4,moderate (1-5)
Aurkb,3.892972851302834e-15,-0.1507515439181542,0.602,0.682,6.177369320447336e-11,IL2,p129,2,moderate (1-5)
Dlgap5,5.188751819003524e-15,-0.1017796932340127,0.463,0.533,8.233511386394791e-11,IL2,p129,1,unique
Izumo1r,1.0675039275279326e-14,0.3132232105912231,0.515,0.501,1.693915232201323e-10,IL2,p129,10,high (5-10)
Mgat2,3.464571014628211e-14,0.10615432804723156,0.556,0.596,5.497581286012044e-10,IL2,p129,1,unique
Tubb4b,4.592392604808699e-14,-0.15084951267973512,0.917,0.945,7.287208585310441e-10,IL2,p129,1,unique
Ckap2l,6.406659221497774e-14,-0.23892266999809408,0.519,0.595,1.016608685267267e-9,IL2,p129,2,moderate (1-5)
Kif20b,6.561879025556255e-14,-0.20099658968034712,0.65,0.723,1.0412389637752663e-9,IL2,p129,2,moderate (1-5)
Arhgap19,1.0598042689124638e-13,-0.3170271608420592,0.146,0.206,1.6816974139102975e-9,IL2,p129,1,unique
p139-T7oBC5p-MS2,1.1201583087470894e-13,0.521756205781269,0.598,0.353,1.7774672043198815e-9,IL2,p129,11,very high (10+)
Troap,1.1917737302683686e-13,-0.2805122858230429,0.145,0.198,1.8911065551898472e-9,IL2,p129,1,unique
Htra2,1.2832564734093546e-13,-0.24888237591566287,0.398,0.489,2.036271372005964e-9,IL2,p129,1,unique
Cdk1,1.4934971154568737e-13,-0.15457693242667347,0.748,0.81,2.369881222806967e-9,IL2,p129,2,moderate (1-5)
Zbtb11,1.5015405756287994e-13,0.15233197642078355,0.41,0.429,2.382644585407778e-9,IL2,p129,1,unique
Marcksl1,1.7902022453873173e-13,-0.15489745878706462,0.826,0.877,2.840692922980595e-9,IL2,p129,6,high (5-10)
Slc43a3,2.1932146645806037e-13,-0.12890710593518206,0.384,0.464,3.4801930297565014e-9,IL2,p129,3,moderate (1-5)
Ccnk,2.1971406043069405e-13,-0.1278342062267167,0.461,0.541,3.486422710914253e-9,IL2,p129,1,unique
Ncapd2,2.3535424631891373e-13,-0.10331423859813768,0.617,0.695,3.734601180588523e-9,IL2,p129,3,moderate (1-5)
Clspn,2.7572220891942273e-13,0.11010861422507771,0.72,0.751,4.3751600111334e-9,IL2,p129,1,unique
H2ax,2.7591182284816004e-13,-0.14791254220107974,0.755,0.817,4.378168804954604e-9,IL2,p129,2,moderate (1-5)
Glo1,2.820335633081033e-13,0.168970974604799,0.7,0.703,4.475308582572983e-9,IL2,p129,1,unique
Kpna2,2.931453210766104e-13,-0.22735718909697464,0.598,0.671,4.651629954843653e-9,IL2,p129,1,unique
Ckap2,2.9630978376545226e-13,-0.16979133923366652,0.304,0.372,4.7018436487901965e-9,IL2,p129,3,moderate (1-5)
Ugp2,3.737584244399522e-13,0.15378158554876276,0.347,0.362,5.930798679013161e-9,IL2,p129,1,unique
Tbc1d23,4.290326108121019e-13,0.1538114362914409,0.17,0.188,6.807889468366433e-9,IL2,p129,1,unique
Prc1,4.703953438745225e-13,-0.28711144668284344,0.473,0.559,7.464233316600924e-9,IL2,p129,3,moderate (1-5)
Zswim7,5.189151713133792e-13,0.1307566159224249,0.255,0.277,8.234145938400702e-9,IL2,p129,1,unique
Stat5b,5.293259463798847e-13,0.10435884502937263,0.412,0.446,8.399344117156007e-9,IL2,p129,1,unique
Mterf3,5.558561519838472e-13,0.13199922885375617,0.379,0.4,8.820325419679687e-9,IL2,p129,1,unique
Cdk9,6.574207478044964e-13,0.13281445453357546,0.636,0.646,1.0431952426161751e-8,IL2,p129,1,unique
Ccdc34,6.574686574001579e-13,-0.12642542945259871,0.631,0.705,1.0432712655625708e-8,IL2,p129,1,unique
Aopep,7.419748705809285e-13,0.19426335416718368,0.456,0.47,1.1773657246378174e-8,IL2,p129,6,high (5-10)
Ep400,7.474471265099209e-13,0.1041375417063416,0.573,0.599,1.1860491003459426e-8,IL2,p129,1,unique
H2ac20,7.790776777023084e-13,-0.19171090707396043,0.652,0.726,1.2362404589780232e-8,IL2,p129,3,moderate (1-5)
D17H6S56E-5,8.768670145247693e-13,-0.12311904346095126,0.793,0.86,1.3914125786479038e-8,IL2,p129,2,moderate (1-5)
Fbxo28,9.34279747313865e-13,0.105079337197999,0.349,0.376,1.4825151030376412e-8,IL2,p129,1,unique
Aim2,9.75925903494568e-13,-0.2576650198267554,0.206,0.273,1.5485992236651805e-8,IL2,p129,2,moderate (1-5)
Ten1,1.1328779002010226e-12,0.11465497857461004,0.523,0.539,1.7976506520389826e-8,IL2,p129,2,moderate (1-5)
Cep55,1.1527368609315585e-12,-0.16114970007379148,0.423,0.502,1.8291628509261973e-8,IL2,p129,1,unique
Crim1,1.1710194684742965e-12,0.12826865904226015,0.213,0.237,1.8581736925750137e-8,IL2,p129,1,unique
Shcbp1,1.3603156875228809e-12,-0.1354977773276672,0.515,0.588,2.1585489329613072e-8,IL2,p129,1,unique
Il27ra,1.5606677447400897e-12,0.21422275078748496,0.392,0.384,2.4764675773535746e-8,IL2,p129,1,unique
Iqgap2,1.6074569932904416e-12,0.10273462886132778,0.354,0.392,2.5507127569532727e-8,IL2,p129,1,unique
Polr3g,1.6282872054966498e-12,-0.17785722311550112,0.307,0.375,2.583766137682084e-8,IL2,p129,1,unique
Rab35,1.636404874744109e-12,0.17078818960623554,0.331,0.341,2.596647255243952e-8,IL2,p129,1,unique
Cdc45,1.769091287460151e-12,0.11327537711740066,0.557,0.584,2.8071940549417676e-8,IL2,p129,1,unique
Mad2l1,1.8985496969301882e-12,-0.10880469474009671,0.657,0.725,3.0126186590888226e-8,IL2,p129,1,unique
Yif1b,1.974751638879555e-12,-0.17107577049767464,0.406,0.482,3.1335359005740773e-8,IL2,p129,3,moderate (1-5)
Mtfr1l,2.1076143615244473e-12,0.19469289721430716,0.316,0.327,3.344362468866993e-8,IL2,p129,1,unique
Parpbp,2.439643897912469e-12,-0.3425894127633393,0.245,0.32,3.8712269372075063e-8,IL2,p129,1,unique
Ubald2,2.590415246238195e-12,-0.19655776988627569,0.619,0.696,4.1104709127307675e-8,IL2,p129,5,moderate (1-5)
Pdrg1,2.797748939132286e-12,0.19595972210017576,0.459,0.466,4.4394680166151116e-8,IL2,p129,1,unique
Malt1,2.8809004569629162e-12,0.10991271088540022,0.579,0.614,4.5714128451087564e-8,IL2,p129,7,high (5-10)
Ppm1a,2.9024059665475725e-12,0.13223181186830169,0.419,0.438,4.6055377877176887e-8,IL2,p129,1,unique
H2ac8,2.9159868625058607e-12,-0.1128061807107213,0.648,0.714,4.6270879534243e-8,IL2,p129,2,moderate (1-5)
Cad,3.0064617839468823e-12,0.11569621180543203,0.612,0.634,4.7706535587669135e-8,IL2,p129,2,moderate (1-5)
Pfkp,4.850134908844485e-12,0.157881533886307,0.542,0.556,7.69619407335443e-8,IL2,p129,4,moderate (1-5)
Tasor2,4.95057252503613e-12,-0.11573208088331194,0.536,0.607,7.855568482727332e-8,IL2,p129,1,unique
Degs1,5.4739131551759044e-12,0.1071272912145158,0.458,0.493,8.686005394633126e-8,IL2,p129,3,moderate (1-5)
Otulin,5.6995064165934375e-12,0.1936679506500236,0.515,0.514,9.043976781850466e-8,IL2,p129,1,unique
Dock10,6.066459810171035e-12,0.1922740816377798,0.822,0.823,9.626258426779401e-8,IL2,p129,3,moderate (1-5)
Snhg5,6.451608050310381e-12,-0.1998241079115048,0.527,0.606,1.0237411654232512e-7,IL2,p129,1,unique
Fam53a,6.689813995765921e-12,0.1373756396952901,0.381,0.402,1.0615396848481364e-7,IL2,p129,1,unique
Ago3,6.919330754614518e-12,0.10581739336266716,0.349,0.377,1.0979594041422317e-7,IL2,p129,1,unique
Spc25,8.907723458721321e-12,-0.11385398591661432,0.444,0.512,1.4134775584298994e-7,IL2,p129,1,unique
Trim8,9.179313580323524e-12,0.22396327255862247,0.36,0.359,1.4565734789257368e-7,IL2,p129,1,unique
Nup35,9.487344761609737e-12,-0.1393750179429276,0.368,0.433,1.505451866772233e-7,IL2,p129,1,unique
Nck1,9.563935957270608e-12,0.1277165336445465,0.349,0.371,1.5176053576997e-7,IL2,p129,1,unique
Mtg2,1.0620569795759222e-11,0.1856943632475536,0.316,0.327,1.6852720151910734e-7,IL2,p129,1,unique
Sco1,1.094515843527742e-11,-0.16078257764939077,0.169,0.22,1.736777740509821e-7,IL2,p129,2,moderate (1-5)
Mis18bp1,1.2213080404897186e-11,-0.1937519623627032,0.444,0.524,1.9379715986490856e-7,IL2,p129,4,moderate (1-5)
Bub3,1.2402016353831508e-11,-0.10580863446746304,0.817,0.869,1.9679519550259838e-7,IL2,p129,1,unique
Armh3,1.3656156636112318e-11,-0.30069290624220146,0.147,0.204,2.1669589350183026e-7,IL2,p129,1,unique
Traf3,1.3933178329078631e-11,0.11426420665156722,0.485,0.511,2.210916737258197e-7,IL2,p129,1,unique
Fam185a,1.4056657281345766e-11,-0.1496905049745687,0.281,0.342,2.230510377403946e-7,IL2,p129,1,unique
Plcl2,1.4807368557649488e-11,0.19106868343204983,0.38,0.391,2.349633242727822e-7,IL2,p129,1,unique
Bub1b,1.5585746984964495e-11,-0.18169625560271885,0.445,0.519,2.473146331574166e-7,IL2,p129,1,unique
Anapc15,1.6457325512926753e-11,-0.1247778570773769,0.647,0.721,2.611448412391217e-7,IL2,p129,1,unique
Tmem97,1.696267990154586e-11,-0.18592742240176177,0.644,0.714,2.691638046777297e-7,IL2,p129,2,moderate (1-5)
H2bc11,1.8066219183339627e-11,-0.11331653068835576,0.663,0.727,2.866747660012332e-7,IL2,p129,2,moderate (1-5)
Ercc1,2.125711381979746e-11,-0.1190547951844958,0.368,0.433,3.373078820925461e-7,IL2,p129,1,unique
Hectd2,2.1459473236187778e-11,0.24042642273089856,0.19,0.201,3.405189213118277e-7,IL2,p129,1,unique
Pih1d1,2.2016380435815838e-11,-0.15297855383128933,0.372,0.436,3.493559247555258e-7,IL2,p129,1,unique
Serinc3,2.2129142041509614e-11,-0.15922393197570123,0.554,0.624,3.511452259146746e-7,IL2,p129,2,moderate (1-5)
Rbm19,2.3859120377265094e-11,-0.1896334167161553,0.383,0.455,3.785965221464425e-7,IL2,p129,2,moderate (1-5)
Snx2,2.542882761856149e-11,0.11721768252843612,0.526,0.54,4.035046366513337e-7,IL2,p129,1,unique
Pnp,2.5826244210253524e-11,0.13212550732018546,0.558,0.572,4.098108431283029e-7,IL2,p129,2,moderate (1-5)
Atp6v1d,2.5908825314321777e-11,0.12130775349238888,0.562,0.582,4.11121240087658e-7,IL2,p129,1,unique
Chchd1,2.6359077151284442e-11,-0.11017908156154854,0.837,0.896,4.182658362365816e-7,IL2,p129,1,unique
Ung,2.78160192653208e-11,0.3713046316054289,0.324,0.282,4.413845937021104e-7,IL2,p129,2,moderate (1-5)
Ube3c,2.955791552792759e-11,-0.11396960943729428,0.429,0.5,4.69025003597155e-7,IL2,p129,1,unique
Chd3,3.001366115987354e-11,0.10141558133045608,0.591,0.625,4.762567752848734e-7,IL2,p129,1,unique
Polr1h,3.1338542896258786e-11,-0.10077507319313406,0.546,0.613,4.972799986778345e-7,IL2,p129,1,unique
Dglucy,3.1793768649851356e-11,0.12411747141498308,0.467,0.499,5.045035209358414e-7,IL2,p129,1,unique
Vbp1,3.244456714074971e-11,-0.1514066684237787,0.55,0.626,5.148303913894165e-7,IL2,p129,1,unique
Slc25a1,3.29116557435817e-11,0.1137222612779385,0.449,0.47,5.222421533391544e-7,IL2,p129,2,moderate (1-5)
Rangap1,3.7666447858878557e-11,-0.10932742172031672,0.816,0.865,5.97691194624685e-7,IL2,p129,2,moderate (1-5)
Cript,3.993071225112452e-11,0.13160721914135864,0.473,0.494,6.336205420008439e-7,IL2,p129,1,unique
Abl2,4.2223638688407536e-11,0.10202267978246192,0.284,0.309,6.700046987076508e-7,IL2,p129,1,unique
Sephs1,4.723205271564775e-11,-0.19370328831151865,0.354,0.423,7.494782124918985e-7,IL2,p129,1,unique
Sh3bp2,5.547212217518149e-11,0.1495813219897233,0.141,0.157,8.802316346757801e-7,IL2,p129,1,unique
H3c6,5.709106736914264e-11,-0.12595212259861188,0.506,0.577,9.059210570135556e-7,IL2,p129,1,unique
Tti1,5.752422436480902e-11,0.14918268968608284,0.262,0.274,9.127943922207896e-7,IL2,p129,1,unique
Selenoh,5.7919240110630986e-11,-0.1210273478267696,0.915,0.941,9.190625020754924e-7,IL2,p129,2,moderate (1-5)
Ppp2r1b,5.915718466083977e-11,0.22649875116925977,0.451,0.443,9.387062061982056e-7,IL2,p129,1,unique
Ccr8,7.21837590651086e-11,-0.18195271152724435,0.318,0.389,1.1454118888451432e-6,IL2,p129,1,unique
Xpo1,8.21114505297036e-11,-0.1164362385640718,0.801,0.862,1.3029444970053367e-6,IL2,p129,1,unique
Taf5l,8.512687065665442e-11,0.19808208030371843,0.322,0.32,1.3507931835797924e-6,IL2,p129,1,unique
Ywhag,8.634942302453569e-11,0.1929747802103355,0.507,0.505,1.3701926445533323e-6,IL2,p129,1,unique
Nol8,8.65335125273749e-11,-0.13633804418023365,0.605,0.679,1.3731137767843852e-6,IL2,p129,1,unique
Slc3a2,8.899223072764242e-11,-0.10042202519877526,0.65,0.721,1.4121287171862298e-6,IL2,p129,2,moderate (1-5)
2310022A10Rik,9.054866547557931e-11,0.19407280730690868,0.292,0.293,1.4368262237664927e-6,IL2,p129,1,unique
Pdgfb,9.325188088003748e-11,-0.3235649002347467,0.272,0.346,1.4797208458044343e-6,IL2,p129,3,moderate (1-5)
Snx27,9.489279262931568e-11,-0.1774834007634103,0.419,0.496,1.505758833441981e-6,IL2,p129,1,unique
Riok2,9.557144963358464e-11,-0.11549936225546142,0.506,0.576,1.5165277627857208e-6,IL2,p129,1,unique
Slc35a3,9.588256717849468e-11,-0.15643357498381438,0.297,0.362,1.5214645759883535e-6,IL2,p129,1,unique
Ndc1,9.685844379070734e-11,-0.1372072620612821,0.338,0.402,1.536949786070944e-6,IL2,p129,1,unique
Atg16l2,9.989281982018907e-11,0.15661312675007033,0.319,0.326,1.5850992649067604e-6,IL2,p129,1,unique
Ttc1,1.0454128013315015e-10,-0.14385795515435007,0.444,0.511,1.6588610331528269e-6,IL2,p129,1,unique
Dpcd,1.0739951822802079e-10,-0.10597364448409152,0.402,0.465,1.7042155552422342e-6,IL2,p129,1,unique
Surf1,1.0920716937637611e-10,-0.13584761757318864,0.241,0.297,1.732899363664336e-6,IL2,p129,1,unique
Rfc1,1.0928540174560616e-10,0.10997184725944198,0.856,0.871,1.7341407548992784e-6,IL2,p129,1,unique
Ahctf1,1.1070320281467805e-10,-0.10998756220124609,0.62,0.683,1.7566384222633115e-6,IL2,p129,1,unique
Gabarap,1.1273401835729459e-10,0.11840742413753508,0.711,0.724,1.7888634032935503e-6,IL2,p129,1,unique
Ikbkg,1.2190992652428862e-10,0.12647990150076005,0.216,0.233,1.9344667140874117e-6,IL2,p129,1,unique
Adipor2,1.2900896875001415e-10,0.1418290897780906,0.505,0.518,2.047114316125225e-6,IL2,p129,1,unique
Snapc1,1.295933052934253e-10,0.1044296455208773,0.33,0.352,2.0563865683960725e-6,IL2,p129,1,unique
Pepd,1.3100566448942429e-10,0.16819156123611778,0.389,0.399,2.078797884118185e-6,IL2,p129,1,unique
Rnf146,1.384583259037783e-10,0.19684503918080057,0.275,0.282,2.1970567154411546e-6,IL2,p129,1,unique
Ifnar2,1.4393151937894056e-10,-0.1132939912901456,0.275,0.327,2.2839053495050287e-6,IL2,p129,2,moderate (1-5)
Map2k1,1.4900627533954064e-10,0.1446382173624461,0.406,0.419,2.364431577087831e-6,IL2,p129,4,moderate (1-5)
Taf13,1.5019048829298494e-10,0.10973565527905936,0.264,0.282,2.3832226682330856e-6,IL2,p129,1,unique
Itprid2,1.5609968761921018e-10,0.16471229497504325,0.095,0.107,2.476989843141627e-6,IL2,p129,1,unique
Gcc2,1.6009450136142534e-10,-0.15257074782453928,0.399,0.465,2.540379547603098e-6,IL2,p129,1,unique
Xpo4,1.604616823203783e-10,-0.15624545355086328,0.485,0.556,2.5462059750597633e-6,IL2,p129,1,unique
Eea1,1.6355388115958062e-10,-0.14382966380287088,0.857,0.893,2.5952729862402253e-6,IL2,p129,1,unique
Dcaf15,1.708229845986967e-10,0.13153623423110528,0.354,0.376,2.7106191196121197e-6,IL2,p129,1,unique
Dpp3,1.7599799843442118e-10,0.1146927392635334,0.462,0.48,2.7927362391573955e-6,IL2,p129,1,unique
E2f6,1.8332376906872526e-10,0.2885739884037075,0.308,0.29,2.9089815675825327e-6,IL2,p129,1,unique
Abcd3,1.8927417360133503e-10,-0.13896019962220274,0.401,0.468,3.0034025867059848e-6,IL2,p129,1,unique
Msh2,1.9754939594431523e-10,0.18007347546539298,0.544,0.535,3.1347138148443946e-6,IL2,p129,1,unique
Ado,2.0386446848102096e-10,0.25118318218879043,0.207,0.204,3.2349213858568404e-6,IL2,p129,1,unique
Utrn,2.06919688301171e-10,0.11897545681935091,0.617,0.643,3.2834016139629816e-6,IL2,p129,2,moderate (1-5)
Kdm6b,2.1269121408264354e-10,0.11620150608978874,0.219,0.251,3.374984185063388e-6,IL2,p129,2,moderate (1-5)
AI662270,2.1913259215667064e-10,-0.15521767473592085,0.363,0.432,3.4771959723420503e-6,IL2,p129,1,unique
Spryd7,2.2028630015580692e-10,0.1397982203772612,0.276,0.297,3.4955030108723443e-6,IL2,p129,1,unique
Norad,2.2494333110085502e-10,0.11130628062958658,0.199,0.215,3.5694007779083677e-6,IL2,p129,1,unique
Gm10131,2.295206669465335e-10,-0.4111737389130754,0.151,0.213,3.642033943107594e-6,IL2,p129,1,unique
Ccdc71,2.3105104802358016e-10,0.1096279388090915,0.364,0.383,3.66631803003817e-6,IL2,p129,1,unique
Senp2,2.328426697737266e-10,-0.11846299628278543,0.676,0.74,3.6947474839694935e-6,IL2,p129,1,unique
Ccni,2.3987276665881764e-10,0.10117746479330168,0.69,0.714,3.8063010613421185e-6,IL2,p129,4,moderate (1-5)
Tuba1c,2.4285819718269415e-10,-0.18784501998453085,0.465,0.533,3.85367387289499e-6,IL2,p129,2,moderate (1-5)
Gm2000,2.4307713451870244e-10,0.13329867000201534,0.534,0.55,3.85714797054277e-6,IL2,p129,1,unique
Capn2,2.4705501045519757e-10,0.22145442917846656,0.188,0.194,3.920268905903076e-6,IL2,p129,1,unique
Cbfb,2.73576333769834e-10,0.11324318592346294,0.585,0.604,4.341109264259726e-6,IL2,p129,1,unique
Zranb1,2.8839695423533965e-10,-0.13704913832832788,0.329,0.392,4.5762828698063696e-6,IL2,p129,1,unique
Gtf2i,2.886578270247924e-10,-0.10480241545601832,0.513,0.574,4.580422399229406e-6,IL2,p129,1,unique
Ndc80,2.9697714572078145e-10,-0.11067014943693076,0.542,0.613,4.7124333482973605e-6,IL2,p129,2,moderate (1-5)
Zbtb32,2.9877010737737436e-10,-0.26841240890195994,0.173,0.232,4.740884063864176e-6,IL2,p129,3,moderate (1-5)
Gimap6,3.119874400578372e-10,0.16219244414937967,0.624,0.635,4.95061669883776e-6,IL2,p129,1,unique
C1d,3.17753337579837e-10,-0.10788055830369005,0.717,0.781,5.042109960716853e-6,IL2,p129,1,unique
Tmem241,3.2582617798150094e-10,0.1623641214128444,0.143,0.15,5.170209792210457e-6,IL2,p129,1,unique
Tagap,3.3971466407142375e-10,0.258875709129643,0.362,0.361,5.390592289485353e-6,IL2,p129,2,moderate (1-5)
Arf3,3.4194397140205316e-10,0.1875137070176045,0.43,0.433,5.425966938207779e-6,IL2,p129,1,unique
Fundc2,3.490811062380003e-10,0.12060567329033196,0.796,0.81,5.539218993784589e-6,IL2,p129,3,moderate (1-5)
Tmem164,3.4941659378648587e-10,-0.136104658917366,0.427,0.496,5.544542510203958e-6,IL2,p129,1,unique
Cop1,3.5813479396096886e-10,0.18552635040925525,0.394,0.394,5.682882910572654e-6,IL2,p129,1,unique
Hbs1l,3.651051001039694e-10,-0.12308541133368732,0.451,0.521,5.793487728449787e-6,IL2,p129,1,unique
Usp48,3.697735706203091e-10,0.10097341047107068,0.406,0.432,5.867567018603065e-6,IL2,p129,1,unique
Impdh1,3.787300704860685e-10,0.1577870313197809,0.354,0.37,6.0096887584729336e-6,IL2,p129,2,moderate (1-5)
Kif20a,3.793666215383462e-10,-0.20838173732080056,0.378,0.447,6.0197895505704775e-6,IL2,p129,1,unique
Med12,3.9252430714116136e-10,-0.1651072602579582,0.308,0.37,6.228575705715949e-6,IL2,p129,1,unique
Strn3,3.9320572658097827e-10,-0.10067246695712644,0.579,0.648,6.239388469386964e-6,IL2,p129,1,unique
Hmgn2-ps,3.991175242825504e-10,-0.11173128386344484,0.542,0.608,6.333196875315509e-6,IL2,p129,1,unique
St6gal1,4.04703474299229e-10,-0.26464077523587215,0.273,0.342,6.421834730180166e-6,IL2,p129,1,unique
Ube2g1,4.136322561067025e-10,0.10453776740594134,0.515,0.536,6.563516639901155e-6,IL2,p129,1,unique
Asah1,4.2936160175148696e-10,0.15946577758525438,0.147,0.16,6.813109896592595e-6,IL2,p129,1,unique
Cdc25b,4.351071259525613e-10,-0.3951699572573739,0.128,0.176,6.904279874615244e-6,IL2,p129,2,moderate (1-5)
Ergic1,4.5513253486082503e-10,-0.15614604839993965,0.715,0.783,7.222043063171571e-6,IL2,p129,3,moderate (1-5)
Dgcr6,4.6046783373540554e-10,0.21320193632132337,0.302,0.298,7.306703585713416e-6,IL2,p129,1,unique
Pdk1,4.645440108712745e-10,0.15469656182851543,0.256,0.272,7.371384364505385e-6,IL2,p129,1,unique
Slc39a3,4.66548548116108e-10,0.11567754436509504,0.133,0.144,7.4031923615064014e-6,IL2,p129,1,unique
Ccdc85b,4.767495561745992e-10,-0.11344346834617848,0.356,0.41,7.56506195737854e-6,IL2,p129,1,unique
Tmbim1,5.009794416749415e-10,-0.2954479245183803,0.099,0.136,7.949541780497973e-6,IL2,p129,1,unique
Ptpn22,5.173044316007295e-10,0.1561886630111428,0.543,0.559,8.208586720640374e-6,IL2,p129,4,moderate (1-5)
Cdca2,5.672262752339271e-10,-0.16616751201626334,0.442,0.509,9.000746535411954e-6,IL2,p129,2,moderate (1-5)
Dpy19l1,5.803115816463718e-10,0.2927219371203602,0.243,0.233,9.20838417756463e-6,IL2,p129,1,unique
Kif2c,6.056482677742654e-10,-0.2509329776240814,0.331,0.401,9.610426713042043e-6,IL2,p129,1,unique
Fam241a,6.339300724957098e-10,0.2686730399853281,0.295,0.285,1.0059202390361924e-5,IL2,p129,2,moderate (1-5)
Srgap2,6.339311558506503e-10,-0.123440396916485,0.411,0.476,1.005921958103812e-5,IL2,p129,1,unique
Gen1,6.356496753915556e-10,-0.1386451800178805,0.391,0.465,1.0086489049113209e-5,IL2,p129,2,moderate (1-5)
Pnpla8,6.513811747458791e-10,0.15447752166537887,0.206,0.216,1.033611648086761e-5,IL2,p129,1,unique
Samhd1,6.560276470858375e-10,0.11150213466341272,0.587,0.601,1.0409846703958068e-5,IL2,p129,5,moderate (1-5)
Armc10,6.625701290988192e-10,0.2022384597686948,0.379,0.381,1.0513662808540062e-5,IL2,p129,1,unique
Fzr1,6.713249867828893e-10,-0.16810219426581796,0.442,0.505,1.0652584890270887e-5,IL2,p129,1,unique
Nras,6.752175246006266e-10,-0.1544738138784041,0.473,0.547,1.0714351680362745e-5,IL2,p129,1,unique
Mogs,6.969320539756891e-10,-0.1093767724203636,0.69,0.752,1.1058917832486232e-5,IL2,p129,2,moderate (1-5)
Adpgk,7.054584541066342e-10,0.10648661382147195,0.329,0.351,1.1194214749764072e-5,IL2,p129,1,unique
Myd88,7.175881027031828e-10,0.110019996558268,0.404,0.423,1.1386688013694106e-5,IL2,p129,3,moderate (1-5)
Synrg,7.529061450719121e-10,0.2795850823290318,0.285,0.271,1.1947114710001103e-5,IL2,p129,1,unique
Dhx33,7.559524949108666e-10,0.19810964847429743,0.219,0.226,1.1995454189245634e-5,IL2,p129,1,unique
Mcu,7.75074154030332e-10,0.1464057878988868,0.46,0.468,1.2298876676153313e-5,IL2,p129,1,unique
Galt,7.993598449530121e-10,0.2287809174171307,0.166,0.172,1.2684242019714397e-5,IL2,p129,1,unique
Slc35e1,8.010560946302934e-10,0.13518044916255434,0.218,0.234,1.2711158109593496e-5,IL2,p129,1,unique
Panx1,8.172083592703918e-10,0.10430074527298716,0.243,0.258,1.296746224490258e-5,IL2,p129,2,moderate (1-5)
Adh4,8.366587095376486e-10,-0.32843696206340134,0.156,0.212,1.3276100402943409e-5,IL2,p129,1,unique
Prmt6,8.66459685384868e-10,0.335291931636275,0.157,0.151,1.3748982287687088e-5,IL2,p129,1,unique
Mllt1,8.688290774560427e-10,0.11737394772580224,0.346,0.354,1.3786579801072484e-5,IL2,p129,1,unique
Tcf3,8.865107107082231e-10,0.15388368080666648,0.515,0.522,1.4067151957518086e-5,IL2,p129,2,moderate (1-5)
Zmynd19,8.992535259742769e-10,0.13476533256822737,0.581,0.581,1.4269354950159824e-5,IL2,p129,2,moderate (1-5)
Sin3a,9.460319279518179e-10,0.10191704732486706,0.467,0.49,1.5011634632739446e-5,IL2,p129,1,unique
Cntrl,9.576764265652768e-10,-0.16571436710571436,0.739,0.802,1.5196409536737811e-5,IL2,p129,3,moderate (1-5)
Hmgcr,9.671631792269851e-10,-0.12491550123289408,0.547,0.619,1.53469453279738e-5,IL2,p129,2,moderate (1-5)
Rsbn1,9.798432983045978e-10,-0.12249813476080695,0.335,0.393,1.5548153457497358e-5,IL2,p129,1,unique
Ccnd2,9.89071301625667e-10,0.15189323156384127,0.945,0.951,1.5694583414196083e-5,IL2,p129,5,moderate (1-5)
H2ac24,9.95483873888633e-10,-0.18706222079701584,0.158,0.202,1.579633811086483e-5,IL2,p129,1,unique
Slc29a3,1.0052577341938232e-9,0.13649329081345707,0.308,0.328,1.5951429726187587e-5,IL2,p129,1,unique
Chek1,1.0387635408715556e-9,0.1362919355534553,0.498,0.502,1.648309986654985e-5,IL2,p129,1,unique
Hcst,1.0507890873333115e-9,0.21471521733937335,0.293,0.301,1.667392123780499e-5,IL2,p129,1,unique
Rccd1,1.1049158028851523e-9,0.22365110413943112,0.171,0.172,1.7532803960181595e-5,IL2,p129,1,unique
1500011B03Rik,1.1357412053163692e-9,0.16069467662373493,0.423,0.433,1.802194144596015e-5,IL2,p129,1,unique
Rnf126,1.1421034907323775e-9,0.10897338480341114,0.675,0.692,1.8122898190941365e-5,IL2,p129,2,moderate (1-5)
Snx4,1.1430004630403959e-9,0.10667215273301987,0.564,0.581,1.8137131347525e-5,IL2,p129,1,unique
