genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,comp_1,comp_2,n_ligand,class
Ppa1,9.737104989172576e-31,0.3876989027121121,0.958,0.909,1.5450838196819042e-26,IL6,p129,6,high (5-10)
Tpi1,1.1420173960529228e-30,0.3952481904287628,0.967,0.956,1.8121532040567775e-26,IL6,p129,5,moderate (1-5)
Fyb,1.8152208678696692e-30,-0.7591200796999289,0.481,0.675,2.880392473135591e-26,IL6,p129,2,moderate (1-5)
Rnh1,2.1119517682042927e-30,0.736733339695306,0.614,0.469,3.351245065786572e-26,IL6,p129,1,unique
Ccr7,2.2160282084663805e-30,-0.7694384298580381,0.705,0.823,3.516393561194453e-26,IL6,p129,16,very high (10+)
2610204G07Rik,3.356704135145986e-30,-1.848520689620169,0.069,0.227,5.326418121649651e-26,IL6,p129,4,moderate (1-5)
Lag3,4.16268248237145e-30,0.694429698716633,0.671,0.495,6.605344563027019e-26,IL6,p129,2,moderate (1-5)
Heg1,8.723172611937291e-30,-0.8409281300242782,0.444,0.627,1.3841930300622095e-25,IL6,p129,1,unique
Npm1,1.0552469682543507e-29,0.17512644638726904,1,1,1.6744658892260038e-25,IL6,p129,9,high (5-10)
Cltb,1.0685606467679133e-29,0.8325254945938735,0.549,0.356,1.695592034291325e-25,IL6,p129,2,moderate (1-5)
Agpat4,1.6099305145373887e-29,1.1115747112419387,0.368,0.225,2.554637740467928e-25,IL6,p129,1,unique
Srgn,2.2689474611999623e-29,0.36683001700182594,0.985,0.97,3.600365831432101e-25,IL6,p129,4,moderate (1-5)
Evl,2.345928488237288e-29,-0.6987659929907054,0.497,0.693,3.7225193251349294e-25,IL6,p129,1,unique
Tmem38b,2.839196892549207e-29,-1.0707288486662736,0.281,0.467,4.505237629097082e-25,IL6,p129,1,unique
Ddx21,4.88617748613329e-29,0.3336378667218367,0.979,0.948,7.753386434996306e-25,IL6,p129,2,moderate (1-5)
Tnip2,1.826234456120078e-28,1.1035677396702264,0.354,0.191,2.89786883497134e-24,IL6,p129,2,moderate (1-5)
Tmem154,2.4287866798026253e-28,-1.148793585912168,0.198,0.386,3.853998703510807e-24,IL6,p129,1,unique
Kdm2b,2.6961496712009897e-28,-0.6945929085053154,0.547,0.706,4.278250298261731e-24,IL6,p129,1,unique
Rrp12,3.305045557910807e-28,0.6941043897813839,0.63,0.461,5.2444462912928676e-24,IL6,p129,1,unique
Gm35330,3.529503170990674e-28,3.6718023708457257,0.07,0.007,5.600615631728001e-24,IL6,p129,1,unique
Serpine2,8.35482135414229e-28,-1.3271584126713774,0.17,0.351,1.3257430524752982e-23,IL6,p129,4,moderate (1-5)
Tbc1d4,1.0047712535407543e-27,-0.91323232069106,0.392,0.566,1.594371025118469e-23,IL6,p129,4,moderate (1-5)
Dipk1a,1.6579501820062254e-27,-0.9283422255668928,0.312,0.494,2.630835348807478e-23,IL6,p129,2,moderate (1-5)
H2az1,2.2985840708440662e-27,-0.2169947229878213,0.998,0.998,3.647393203615365e-23,IL6,p129,1,unique
Cpd,3.847669404784762e-27,0.6649171322879652,0.648,0.517,6.105481811512461e-23,IL6,p129,1,unique
Dnmt3a,3.9373548398089256e-27,-0.632337330110188,0.591,0.74,6.247794659808805e-23,IL6,p129,1,unique
Cd40lg,3.94752373753606e-27,0.6151996098527048,0.803,0.723,6.26393066672222e-23,IL6,p129,2,moderate (1-5)
Gpr68,4.25390832913106e-27,1.2009815334694685,0.308,0.16,6.750101736665166e-23,IL6,p129,1,unique
Srsf3,4.364964940170547e-27,0.24576233344895823,0.99,0.992,6.926326367062624e-23,IL6,p129,3,moderate (1-5)
Tlk1,5.9156417258216495e-27,-0.6148974045063184,0.578,0.745,9.386940290533794e-23,IL6,p129,1,unique
Il2rb,6.882716850340055e-27,0.7859098533604272,0.557,0.398,1.0921495098119598e-22,IL6,p129,3,moderate (1-5)
Hnrnpll,7.936856346590308e-27,-0.617422970431283,0.671,0.77,1.25942036507695e-22,IL6,p129,2,moderate (1-5)
Atf4,1.2501897417105119e-26,0.4471598049611134,0.89,0.824,1.9838010821462402e-22,IL6,p129,1,unique
Dusp4,1.3922161661076925e-26,-0.7719850497310903,0.374,0.57,2.2091686123796865e-22,IL6,p129,1,unique
Pip4k2a,1.4852733253116166e-26,-0.6362317972894109,0.554,0.719,2.356831712604474e-22,IL6,p129,2,moderate (1-5)
Cyba,1.498644046491335e-26,-0.3213102822155731,0.956,0.978,2.3780483729724506e-22,IL6,p129,2,moderate (1-5)
Rpl34,2.7654694780551615e-26,-0.14435006485838375,1,1,4.38824696777793e-22,IL6,p129,2,moderate (1-5)
Cacnb2,2.9223029548221704e-26,4.329563219423273,0.052,0.003,4.63711032871182e-22,IL6,p129,1,unique
Lrrfip1,4.443254083186028e-26,0.4776750947749688,0.849,0.766,7.050555579199589e-22,IL6,p129,1,unique
Ptpn4,4.7994894661352295e-26,0.7885193071047099,0.486,0.36,7.615829884863381e-22,IL6,p129,1,unique
Ptprj,5.535011117944666e-26,1.8204309154253095,0.17,0.058,8.782955641954597e-22,IL6,p129,1,unique
Nop58,6.841209935744218e-26,0.28065420188556356,0.985,0.976,1.0855631926038926e-21,IL6,p129,2,moderate (1-5)
Pten,9.99546266593913e-26,-0.8441423867128707,0.325,0.513,1.586080015831221e-21,IL6,p129,1,unique
Cetn4,1.6512240783977618e-25,1.9801744623193736,0.138,0.039,2.620162367601568e-21,IL6,p129,1,unique
Cdv3,1.7497411651503583e-25,0.3242527705592424,0.956,0.932,2.776489280860589e-21,IL6,p129,4,moderate (1-5)
Snx9,2.432401369093299e-25,-0.7424156919634879,0.432,0.612,3.859734492477247e-21,IL6,p129,1,unique
Glipr2,5.77058352676746e-25,0.8337439921565782,0.478,0.314,9.156761940274603e-21,IL6,p129,1,unique
Notch1,5.917822807065177e-25,0.7483766571603063,0.551,0.38,9.390401230251023e-21,IL6,p129,3,moderate (1-5)
Dapl1,8.832760200562019e-25,-0.9068636374680804,0.499,0.619,1.401582388625181e-20,IL6,p129,2,moderate (1-5)
Prkcq,9.388248924626056e-25,0.4882591225733736,0.83,0.723,1.4897273393596623e-20,IL6,p129,4,moderate (1-5)
Asap1,1.2818518825543074e-24,-0.8315647534749568,0.37,0.545,2.034042567237175e-20,IL6,p129,1,unique
Myh9,1.3525155358423814e-24,-0.3685356994901942,0.978,0.987,2.146171652274691e-20,IL6,p129,6,high (5-10)
Ncl,1.4692747717330011e-24,0.20096098960888664,1,1,2.331445207785926e-20,IL6,p129,9,high (5-10)
Tmem19,2.9069515132595224e-24,-0.9842492271393346,0.241,0.421,4.6127506612402105e-20,IL6,p129,2,moderate (1-5)
Aldoa,3.2611210133537598e-24,0.29435089431635575,0.989,0.987,5.174746823989746e-20,IL6,p129,1,unique
